# fwhFoam: Sound Pressure Level
# Observer 0  position (0.5 0 0)
# pRef = 2e-05 Pa
# 
# frequency [Hz]    SPL [dB]
0	-50.04265
0.1	-75.252996
0.2	-87.839877
0.3	-87.009894
0.4	-84.48785
0.5	-84.071554
0.6	-83.926479
0.7	-84.121722
0.8	-84.517706
0.9	-84.760381
1	-85.210721
1.1	-85.727597
1.2	-86.063516
1.3	-86.543399
1.4	-86.919526
1.5	-87.090454
1.6	-87.385007
1.7	-87.527324
1.8	-87.628036
1.9	-87.901161
2	-88.063552
2.1	-88.292466
2.2	-88.63938
2.3	-88.821308
2.4	-89.053677
2.5	-89.265623
2.6	-89.278335
2.7	-89.387135
2.8	-89.462585
2.9	-89.462799
3	-89.642115
3.1	-89.787124
3.2	-89.929232
3.3	-90.199437
3.4	-90.329749
3.5	-90.431982
3.6	-90.567949
3.7	-90.531713
3.8	-90.558188
3.9	-90.638974
4	-90.624752
4.1	-90.781869
4.2	-90.957342
4.3	-91.0384
4.4	-91.238177
4.5	-91.308331
4.6	-91.27408
4.7	-91.314519
4.8	-91.208104
4.9	-91.13286
5	-97.204169
