# fwhFoam: FFT magnitude spectrum
# Observer 2  position (10 0 0)
# 
# frequency [Hz]    |P(f)| [Pa]
0	2.2269715e-10
0.1	1.0885862e-11
0.2	4.1795911e-12
0.3	3.9907649e-12
0.4	4.4625282e-12
0.5	4.4608809e-12
0.6	4.4381229e-12
0.7	4.2822332e-12
0.8	4.0614659e-12
0.9	3.9285424e-12
1	3.7095611e-12
1.1	3.4818225e-12
1.2	3.3404131e-12
1.3	3.152217e-12
1.4	3.01506e-12
1.5	2.9536994e-12
1.6	2.8520258e-12
1.7	2.8029835e-12
1.8	2.7648585e-12
1.9	2.6733299e-12
2	2.6166859e-12
2.1	2.5400046e-12
2.2	2.4356389e-12
2.3	2.378764e-12
2.4	2.3100278e-12
2.5	2.250305e-12
2.6	2.2364287e-12
2.7	2.1983579e-12
2.8	2.1684907e-12
2.9	2.1511478e-12
3	2.0958184e-12
3.1	2.0505352e-12
3.2	2.0047676e-12
3.3	1.9404054e-12
3.4	1.9043941e-12
3.5	1.8720939e-12
3.6	1.8379081e-12
3.7	1.8291706e-12
3.8	1.8089361e-12
3.9	1.7835148e-12
4	1.7699443e-12
4.1	1.7347699e-12
4.2	1.7026699e-12
4.3	1.6826256e-12
4.4	1.6522414e-12
4.5	1.6394071e-12
4.6	1.6371999e-12
4.7	1.6288927e-12
4.8	1.6364997e-12
4.9	1.6417199e-12
5	8.1796547e-13
