# fwhFoam: Sound Pressure Level
# Observer 1  position (0.5 0.5 0)
# pRef = 2e-05 Pa
# 
# frequency [Hz]    SPL [dB]
0	-46.199448
0.1	-71.689693
0.2	-80.037488
0.3	-80.941746
0.4	-80.052466
0.5	-80.048186
0.6	-80.07806
0.7	-80.38404
0.8	-80.83103
0.9	-81.105945
1	-81.599617
1.1	-82.138559
1.2	-82.484191
1.3	-82.981061
1.4	-83.351665
1.5	-83.509823
1.6	-83.801106
1.7	-83.926095
1.8	-84.017854
1.9	-84.294004
2	-84.451697
2.1	-84.68782
2.2	-85.043872
2.3	-85.221434
2.4	-85.454762
2.5	-85.663505
2.6	-85.658568
2.7	-85.761505
2.8	-85.827019
2.9	-85.817342
3	-86.002624
3.1	-86.148162
3.2	-86.295195
3.3	-86.577799
3.4	-86.709236
3.5	-86.812894
3.6	-86.949603
3.7	-86.901915
3.8	-86.925711
3.9	-87.005359
4	-86.987303
4.1	-87.155148
4.2	-87.3393
4.3	-87.429318
4.4	-87.642174
4.5	-87.715472
4.6	-87.67853
4.7	-87.717347
4.8	-87.600501
4.9	-87.518687
5	-93.590985
